title,description,thumbnailUrl,videoAddedToPlaylistAt,videoPublishedAt,playlistHostedChannelName,videoOwnerTitle,videoOwnerChannelId,videoId,videoUrl,videotags,categoryId,defaultAudioLanguage,viewCount,likeCount,favoriteCount,videoCommentCount,videoDuration
Sweater Weather,"Provided to YouTube by Columbia

Sweater Weather · The Neighbourhood

I Love You.

℗ 2013 Columbia Records, a Division of Sony Music Entertainment

Released on: 2013-04-19

Composer, Lyricist: Jesse James Rutherford
Producer: Justyn Pilbrow
Engineer: Chris Mullings
Composer: Zachary Abels
Mixing  Engineer: Craig Silvey
Composer: Jeremiah Freedman
Mastering  Engineer: Tony ""Jack the Bear"" Mantz

Auto-generated by YouTube.",https://i.ytimg.com/vi/NN4g8h7jL7U/default.jpg,2022-11-09T20:06:17Z,2015-08-12T00:22:18Z,Cara Gray,The Neighbourhood - Topic,UC1cnYMXqKdazz-gDPKaDFyg,NN4g8h7jL7U,https://www.youtube.com/watch?v=NN4g8h7jL7U,"The Neighbourhood,I Love You.,Sweater Weather",10,Not Present,5057487,38571,0,280,PT4M1S
Just the Two of Us (feat. Bill Withers),"Provided to YouTube by Rhino/Elektra

Just the Two of Us (feat. Bill Withers) · Grover Washington, Jr. · Bill Withers

Anthology

℗ 1980 Elektra Entertainment for the United States and WEA International Inc. for the world outside of the United States.

Conductor: Bill Eaton
Synthesizer: Bill Eaton
Unknown: Ed Heath
Guitar: Eric Gale
Producer: Grover Washington
Alto  Saxophone: Grover Washington
Soprano  Saxophone: Grover Washington
Tenor  Saxophone: Grover Washington
Vocals: Grover Washington
Lead  Vocals: Grover Washington Jr.
Backing  Vocals: Hilda Harris
Percussion, Producer: Ralph Macdonald
Engineer: Richard Alderson
Drums: Steve Gadd
Backing  Vocals: Ullanda McCullough
Masterer: Vladimir Meller
Backing  Vocals: Yvonne Lewis
Writer: Bill Withers
Writer: Ralph MacDonald
Writer: William Salter

Auto-generated by YouTube.",https://i.ytimg.com/vi/6POZlJAZsok/default.jpg,2022-11-09T20:06:42Z,2017-02-09T02:36:41Z,Cara Gray,"Grover Washington, Jr. - Topic",UCsN1HTruhFfXcSMGMsBmX_w,6POZlJAZsok,https://www.youtube.com/watch?v=6POZlJAZsok,"Grover Washington,Jr. Bill Withers Anthology Just the Two of Us (feat. Bill Withers)",10,Not Present,63536605,829456,0,27,PT7M19S
Summertime Sadness,"Provided to YouTube by Universal Music Group

Summertime Sadness · Lana Del Rey

Born To Die – Paradise Edition

℗ 2012 Lana Del Rey

Released on: 2012-01-01

Producer, Associated  Performer, Drums, Keyboards: Emile Haynie
Associated  Performer, Vocals: Lana Del Rey
Producer, Co- Producer, Associated  Performer, Strings: Rick Nowels
Associated  Performer, String  Arranger: Larry Gold
Associated  Performer, String  Arranger: Steve Tirpak
Associated  Performer, Flute: Dan Heath
Associated  Performer, Strings, Guitar, Keyboards: Patrick Warren
Associated  Performer, Synthesizer: Devrim Karaoglu
Studio  Personnel, Mixer: Dan Grech-Marguerat
Studio  Personnel, Assistant  Mixer: Duncan Fuller
Studio  Personnel, Mastering  Engineer: John Davis
Composer  Lyricist: Elizabeth Grant
Composer  Lyricist: Rick Nowels

Auto-generated by YouTube.",https://i.ytimg.com/vi/fRQg_9ulGuI/default.jpg,2022-11-09T20:07:14Z,2020-04-14T18:33:49Z,Cara Gray,Lana Del Rey - Topic,UCyqq-aiu3vEHuf5NhwmOJcw,fRQg_9ulGuI,https://www.youtube.com/watch?v=fRQg_9ulGuI,"Lana Del Rey,ラナデルレイ,ラナ・デル・レイ,Born To Die – Paradise Edition,Summertime Sadness,サマータイム・サッドネス",10,Not Present,80157317,881914,0,380,PT4M25S
Stolen Dance,"Provided to YouTube by Stoned In Paradise

Stolen Dance · Milky Chance · Clemens Rehbein · Clemens Rehbein · Milky Chance

Sadnecessary

℗ Stoned In Paradise

Released on: 2013-05-31

Auto-generated by YouTube.",https://i.ytimg.com/vi/JnYr3wlVF08/default.jpg,2022-11-09T20:07:57Z,2022-02-07T10:06:24Z,Cara Gray,Milky Chance - Topic,UCNXdVRjxdHoW3BHYn-czkFg,JnYr3wlVF08,https://www.youtube.com/watch?v=JnYr3wlVF08,"Milky Chance,Clemens Rehbein,Sadnecessary,Stolen Dance",10,Not Present,23131241,201966,0,13,PT5M14S
You've Got The Love,"Provided to YouTube by Universal Music Group

You've Got The Love · Florence + The Machine

Lungs

℗ 2009 Universal Island Records Ltd. A Universal Music Company.

Released on: 2011-01-01

Producer, Associated  Performer, Bass  Guitar: Charlie Hugall
Studio  Personnel, Asst.  Recording  Engineer: Al Riley
Studio  Personnel, Mixer: Cenzo Townshend
Studio  Personnel, Assistant  Mixer: Neil Comber
Associated  Performer, Drums: Christopher Lloyd Hayden
Associated  Performer, Harp: Tom Moth
Associated  Performer, Guitar: Rob Ackroyd
Associated  Performer, Piano: Isabella Summers
Associated  Performer, Vocals: Florence Welch
Composer  Lyricist: Anthony Stephens
Composer  Lyricist: Arnecia Michelle Harris
Composer  Lyricist: John Truelove

Auto-generated by YouTube.",https://i.ytimg.com/vi/B54JPZHDoXw/default.jpg,2022-11-09T20:28:31Z,2018-07-26T03:32:23Z,Cara Gray,Florence + the Machine - Topic,UCkmCGbrGa7yNrRl_NHrOaTw,B54JPZHDoXw,https://www.youtube.com/watch?v=B54JPZHDoXw,"Florence + The Machine,フローレンスアンドザマシーン,フローレンス・アンド・ザ・マシーン,Lungs,You've Got The Love",10,Not Present,3214068,34797,0,4,PT2M49S
Don’t Blame Me,"Provided to YouTube by Universal Music Group

Don’t Blame Me · Taylor Swift

reputation

℗ 2017 Big Machine Label Group, LLC

Released on: 2017-11-10

Producer: Max Martin
Producer: Shellback
Composer  Lyricist: Taylor Swift
Composer  Lyricist: Max Martin
Composer  Lyricist: Shellback

Auto-generated by YouTube.",https://i.ytimg.com/vi/kRJKB291Z1g/default.jpg,2022-11-09T20:28:52Z,2018-08-15T22:13:23Z,Cara Gray,Taylor Swift - Topic,UCPC0L1d253x-KuMNwa05TpA,kRJKB291Z1g,https://www.youtube.com/watch?v=kRJKB291Z1g,"Taylor Swift,テイラースウィフト,テイラー・スウィフト,reputation,Don’t Blame Me,ドントブレイムミー",10,Not Present,73807461,774435,0,1187,PT3M57S
Praise You,"Provided to YouTube by Skint Records

Praise You · Fatboy Slim

You've Come a Long Way Baby

℗ 1998 Skint Records Limited, a BMG Company

Released on: 1998-01-01

Performer, Producer: Norman Cook
Programmer: Gary Bradford
Composer: Norman Cook
Composer: Camille Yarborough

Auto-generated by YouTube.",https://i.ytimg.com/vi/LwTakkn8dfU/default.jpg,2022-11-09T20:29:20Z,2021-07-21T10:05:32Z,Cara Gray,Fatboy Slim - Topic,UCNekatqy_ys1SX8NfjpwixA,LwTakkn8dfU,https://www.youtube.com/watch?v=LwTakkn8dfU,"Fatboy Slim,You've Come a Long Way Baby,Praise You",10,Not Present,2267925,30205,0,25,PT5M25S
Wildest Dreams,"Provided to YouTube by Universal Music Group

Wildest Dreams · Taylor Swift

1989

℗ 2014 Big Machine Records, LLC.

Released on: 2014-01-01

Producer: Shellback
Producer: Max Martin
Associated  Performer, String  Arranger: Mattias Bylund
Composer  Lyricist: Taylor Swift
Composer  Lyricist: Max Martin
Composer  Lyricist: Shellback

Auto-generated by YouTube.",https://i.ytimg.com/vi/M6Qo43zkDeE/default.jpg,2022-11-09T20:29:36Z,2018-11-21T08:45:15Z,Cara Gray,Taylor Swift - Topic,UCPC0L1d253x-KuMNwa05TpA,M6Qo43zkDeE,https://www.youtube.com/watch?v=M6Qo43zkDeE,"Taylor Swift,テイラースウィフト,テイラー・スウィフト,1989,Wildest Dreams,ワイルデストドリームス,ワイルデスト・ドリームス",10,Not Present,34428532,262238,0,273,PT3M41S
Riptide,"Provided to YouTube by Atlantic Records

Riptide · Vance Joy

Dream Your Life Away

℗ 2013 Atlantic Recording Corporation

Cello: Edwin White
Drums, Percussion, Producer, Synthesizer: Edwin White
Bass  Guitar: Edwin White
Backing  Vocals: Edwin White
Guitar, ukulele: James Keogh
Producer: James Keogh
Unknown: John Castle
Audio  Recording  Engineer: John Castle
Producer: John Castle
Trombone: Kieran Conrau
Trumpet: Ross Irwin
Unknown: Stefan Max
Unknown: Steve Smart
Unknown: Tyson Fish
Lead  Vocals: Vance Joy
Writer: Vance Joy

Auto-generated by YouTube.",https://i.ytimg.com/vi/MsTWpbR_TVE/default.jpg,2022-11-09T20:29:56Z,2017-01-26T01:58:32Z,Cara Gray,Vance Joy - Topic,UCwNoBkSn4w8l4olCKDCTplQ,MsTWpbR_TVE,https://www.youtube.com/watch?v=MsTWpbR_TVE,"Vance Joy,Dream Your Life Away,Riptide",10,Not Present,271233724,2473719,0,6198,PT3M25S
Seventeen Going Under (Edit),"Provided to YouTube by Universal Music Group

Seventeen Going Under (Edit) · Sam Fender

Seventeen Going Under

℗ A Polydor Records recording; ℗ 2021 Sam Fender, under exclusive licence to Universal Music Operations Limited

Released on: 2021-07-07

Producer, Associated  Performer, Percussion, Programming: Thom Lewis
Associated  Performer, Vocals, Acoustic  Guitar, Guitar, Piano, Glockenspiel: Sam Fender
Associated  Performer, Drums: Drew Michael
Associated  Performer, Bass: Tom Ungerer
Associated  Performer, Guitar, Studio  Personnel, Engineer: Dean Thompson
Associated  Performer, Saxophone: Johnny Davis
Associated  Performer, Synthesizer: Joe Atkinson
Studio  Personnel, Engineer: Mark Broughton
Studio  Personnel, Asst.  Recording  Engineer: Alex Borwick
Studio  Personnel, Mixer: Craig Silvey
Studio  Personnel, Additional  Engineer: Dani Bennett Spragg
Studio  Personnel, Mastering  Engineer: Greg Calbi
Composer  Lyricist: Sam Fender

Auto-generated by YouTube.",https://i.ytimg.com/vi/MZIvg4GbJUs/default.jpg,2022-11-09T20:29:56Z,2021-07-07T17:10:00Z,Cara Gray,Sam Fender - Topic,UCrEdrkYcHH7ODFeZUNMInRg,MZIvg4GbJUs,https://www.youtube.com/watch?v=MZIvg4GbJUs,"Sam Fender,サムフェンダー,サム・フェンダー,Seventeen Going Under",10,Not Present,2162548,18391,0,5,PT3M58S
"jealousy, jealousy","Provided to YouTube by Universal Music Group

jealousy, jealousy · Olivia Rodrigo

SOUR

℗ 2021 Olivia Rodrigo, under exclusive license to Geffen Records

Released on: 2021-05-21

Producer, Studio  Personnel, Recording  Engineer, Associated  Performer, Piano, Guitar, Bass, Drum  Programming, Synthesizer, Background  Vocalist: Daniel Nigro
Producer, Additional  Producer, Associated  Performer, Drum  Programming, Synthesizer: Jam City
Studio  Personnel, Asst.  Recording  Engineer: Dan Viafore
Studio  Personnel, Mixer: Mitch McCarthy
Associated  Performer, Drums: Sterling Laws
Studio  Personnel, Additional  Engineer: Chris Kaysch
Studio  Personnel, Additional  Engineer: Jasmine Chen
Studio  Personnel, Mastering  Engineer: Randy Merrill
Composer  Lyricist: Olivia Rodrigo
Composer  Lyricist: Daniel Nigro
Composer  Lyricist: Casey Smith

Auto-generated by YouTube.",https://i.ytimg.com/vi/15RuCIbXE8A/default.jpg,2022-11-09T20:29:56Z,2021-05-20T10:02:58Z,Cara Gray,Olivia Rodrigo - Topic,UCE5XNpliPM-SmyFEp61tL_g,15RuCIbXE8A,https://www.youtube.com/watch?v=15RuCIbXE8A,"Olivia Rodrigo オリビアロドリゴ オリヴィア・ロドリゴ SOUR jealousy,jealousy ジェラシージェラシー",10,Not Present,65727815,719515,0,94,PT2M54S
Wherever I Go,"Provided to YouTube by Universal Music Group

Wherever I Go · OneRepublic

Oh My My

℗ 2016 Mosley Music/Interscope Records

Released on: 2016-10-07

Producer: Ryan Tedder
Producer: Brent Kutzle
Producer: Noel Zancanella
Composer  Lyricist: Ryan Tedder
Composer  Lyricist: Brent Kutzle
Composer  Lyricist: Noel Zancanella

Auto-generated by YouTube.",https://i.ytimg.com/vi/NzGbWMe7rec/default.jpg,2022-11-09T20:29:56Z,2018-12-12T08:41:03Z,Cara Gray,OneRepublic - Topic,UCrrbm1toLPud8fFIisPuxpg,NzGbWMe7rec,https://www.youtube.com/watch?v=NzGbWMe7rec,"OneRepublic,ワンリパブリツク,ワンリパブリック,Oh My My,Wherever I Go,ホエアエバー・アイ・ゴー",10,Not Present,9622848,100156,0,19,PT2M50S
Love Me Again,"Provided to YouTube by Universal Music Group

Love Me Again · John Newman

Tribute

℗ 2013 Universal Island Records, a division of Universal Music Operations Limited

Released on: 2013-01-01

Producer, Associated  Performer, Keyboards, Programming: Steve Booker
Producer, Associated  Performer, Vocals, Keyboards, Guitar: John Newman
Producer: Mike Spencer
Studio  Personnel, Recording  Engineer: Smit
Associated  Performer, Background  Vocalist: Ella Eyre
Associated  Performer, Keyboards, Programming, Studio  Personnel, Mixer: Mike Spencer
Associated  Performer, Keyboards: Rob Smith
Associated  Performer, Programming: Antonio Rizzello
Associated  Performer, Bass  Guitar: Derrick McIntyre
Associated  Performer, Drums: Derrick McKenzie
Associated  Performer, Bari  Sax: James Hunt
Associated  Performer, Tenor  Saxophone: Simon Willescroft
Associated  Performer, Trumpet: Daniel Carpenter
Associated  Performer, Trombone: Nichol Thomson
Studio  Personnel, Assistant  Mixer: James David
Studio  Personnel, Mastering  Engineer: Tom Coyne
Composer  Lyricist: John Newman
Composer  Lyricist: Steve Booker

Auto-generated by YouTube.",https://i.ytimg.com/vi/EfqsJm6BKng/default.jpg,2022-11-09T20:29:56Z,2018-07-26T03:13:32Z,Cara Gray,John Newman - Topic,UCl1EhIbzUq6d1p2Bb1w22FA,EfqsJm6BKng,https://www.youtube.com/watch?v=EfqsJm6BKng,"John Newman,ジョンニューマン,Tribute,Love Me Again",10,Not Present,33841910,328820,0,439,PT4M
All of Me,"Provided to YouTube by G.O.O.D. Music/Columbia

All of Me · John Legend

Love In The Future (Expanded Edition)

℗ 2013 Getting Out Our Dreams and Columbia Records, a Division of Sony Music Entertainment

Released on: 2013-08-30

Composer, Lyricist: John Stephens
Composer, Lyricist: Toby Gad
Associated  Performer, Keyboards, Executive  Producer, Mixing  Engineer, Producer, Recording  Engineer: Dave Tozer
Associated  Performer, Keyboards: Mark Williams
Recording  Engineer: Jason Agel
Assistant  Engineer: Kenta Yonesaka
Assistant  Engineer: Dave Rowland
Assistant  Producer: Phil Joly
Mastering  Engineer: Dave Kutch
Executive  Producer: Kanye West
Co- Executive  Producer: Eddie Blackmon

Auto-generated by YouTube.",https://i.ytimg.com/vi/sQtnhwU2R9Y/default.jpg,2022-11-09T20:29:56Z,2018-08-23T15:21:08Z,Cara Gray,John Legend - Topic,UC7wYAi5loaBGEbOQz7VBF2w,sQtnhwU2R9Y,https://www.youtube.com/watch?v=sQtnhwU2R9Y,"John Legend,ジョンレジェンド,約翰傳奇,Love In The Future (Expanded Edition),All of Me",10,Not Present,279534710,2125875,0,4293,PT4M30S
Say You Won't Let Go,"Provided to YouTube by Columbia

Say You Won't Let Go · James Arthur

Say You Won't Let Go

℗ 2016 Sony Music Entertainment Germany GmbH

Released on: 2016-09-09

Mixing  Engineer, Producer: Alex Beitzke
Composer, Lyricist, Co- Producer: Steve Solomon
Producer: Bradley Spence
Composer, Lyricist: Neil Ormandy
Composer, Lyricist: Daniel O'Donoghue
Composer, Lyricist: Mark Sheehan
Engineer: Mattia Sartori
Composer, Lyricist: Andrew Frampton
Engineer: Tom Upex
Engineer: Jonny Solway
Composer, Lyricist: Stephen Kipner
Mastering  Engineer: Robin Schmidt

Auto-generated by YouTube.",https://i.ytimg.com/vi/TUnEJM6W-Fw/default.jpg,2022-11-09T20:29:56Z,2016-09-08T12:52:47Z,Cara Gray,James Arthur - Topic,UCNAbUat5xDtp6FeBphe2V_Q,TUnEJM6W-Fw,https://www.youtube.com/watch?v=TUnEJM6W-Fw,"James Arthur,ジェイムスアーサー,Say You Won't Let Go",10,Not Present,186920194,1457536,0,2393,PT3M32S
Fingers Crossed,"Provided to YouTube by TuneCore

Fingers Crossed · Lauren Spencer-Smith

Fingers Crossed

℗ 2022 Lauren Spencer-Smith

Released on: 2022-01-05

Auto-generated by YouTube.",https://i.ytimg.com/vi/juGMuIdOgL8/default.jpg,2022-11-09T20:29:56Z,2022-01-04T10:05:27Z,Cara Gray,Lauren Spencer-Smith - Topic,UCkQxzenK_1HwQyteoaZL_gw,juGMuIdOgL8,https://www.youtube.com/watch?v=juGMuIdOgL8,"Lauren Spencer-Smith,Fingers Crossed",10,Not Present,20975425,220841,0,30,PT2M56S
Only Love Can Hurt Like This,"Provided to YouTube by RCA Records Label

Only Love Can Hurt Like This · Paloma Faith

A Perfect Contradiction

℗ 2014 Sony Music Entertainment UK Limited

Released on: 2014-03-10

Composer, Lyricist: Diane Warren
Bass  Guitar: Bryan White
Producer: AC Burrell
Producer: Kyle Townsend
Engineer: Mario Luccy
Mixing  Engineer: Manny Marroquin
Assistant  Engineer: Chris Galland
Assistant  Engineer: Delbert Bowers
Mastering  Engineer: John Davis

Auto-generated by YouTube.",https://i.ytimg.com/vi/whBJ7h_tjdc/default.jpg,2022-11-09T20:29:56Z,2017-01-25T19:50:26Z,Cara Gray,Paloma Faith - Topic,UCKIydHm7U40M-ZHjHvOFJWw,whBJ7h_tjdc,https://www.youtube.com/watch?v=whBJ7h_tjdc,"Paloma Faith,帕洛瑪費絲,A Perfect Contradiction,Only Love Can Hurt Like This",10,Not Present,82220334,1002648,0,179,PT3M53S
Infinity,"Provided to YouTube by Atlantic Records

Infinity · Jaymes Young

Feel Something

℗ 2017 Please Rewind / Atlantic Recording Corporation

Unknown: Billboard
Drums, Guitar, Keyboards, Vocals: Jaymes Young
Unknown: Jaymes Young
Unknown: Jaymes Young
Unknown: Michelle Mancini
Writer: Billboard
Writer: Jaymes Young

Auto-generated by YouTube.",https://i.ytimg.com/vi/WMK3JXG3Fx0/default.jpg,2022-11-09T20:29:56Z,2017-06-22T11:23:44Z,Cara Gray,Jaymes Young - Topic,UCCK1-D6wWlRuQgaCdIAKsMA,WMK3JXG3Fx0,https://www.youtube.com/watch?v=WMK3JXG3Fx0,"Jaymes Young,Feel Something,Infinity",10,Not Present,131369584,1535854,0,344,PT3M58S
Set Fire to the Rain,"Provided to YouTube by Beggars Group Digital Ltd.

Set Fire to the Rain · Adele

21

℗ 2010 XL Recordings Ltd

Released on: 2011-01-24

Associated  Performer: Adele Adkins
Associated  Performer: Amy Stanford
Associated  Performer: Ash Soan
Engineer: Beatriz Artola
Associated  Performer: Eleanor Mathieson
Associated  Performer: Emma Owens
Associated  Performer: Fraser T. Smith
Producer: Fraser T. Smith
Associated  Performer: Hayley Pomfrett
Engineer: Isabel Seeliger-Morley
Associated  Performer: Jane Oliver
Associated  Performer: Jenny Sacha
Associated  Performer: Jo Allen
Associated  Performer: Kotono Sato
Associated  Performer: Lucy Shaw
Associated  Performer: Natalie Bonner
Associated  Performer: Rosie Danvers
Associated  Performer: Rustom Pomeroy
Associated  Performer: Stephanie Cavey
Associated  Performer: Steve Price
Mixing Engineer: Fraser T. Smith
Music  Publisher: Harry Fox Agency
Music  Publisher: BMG Rights Management
Music  Publisher: CMRRA
Music  Publisher: Chrysalis Music Publishing Ltd
Music  Publisher: Universal Music Publishing Ltd.
Composer  Lyricist: Adele Adkins
Composer  Lyricist: Fraser T. Smith
Arranger: Rosie Danvers

Auto-generated by YouTube.",https://i.ytimg.com/vi/a2giXO6eyuI/default.jpg,2022-11-09T20:29:56Z,2015-03-04T12:54:16Z,Cara Gray,Adele - Topic,UCRw0x9_EfawqmgDI2IgQLLg,a2giXO6eyuI,https://www.youtube.com/watch?v=a2giXO6eyuI,"Adele,21,Set Fire to the Rain",10,Not Present,72728848,616680,0,1774,PT4M3S
Hold On,"Provided to YouTube by Universal Music Group

Hold On · Chord Overstreet

Hold On

℗ 2016 Island Records, a division of UMG Recordings, Inc.

Released on: 2017-02-03

Producer, Studio  Personnel, Recording  Engineer, Mixer, Programmer: Ian Keaggy
Associated  Performer, Background  Vocalist: Chord Overstreet
Composer  Lyricist: Ian Keaggy
Composer  Lyricist: Chord Overstreet

Auto-generated by YouTube.",https://i.ytimg.com/vi/6XRZF7bvs9U/default.jpg,2022-11-09T20:29:56Z,2018-07-26T03:38:11Z,Cara Gray,Chord Overstreet - Topic,UCQn8h2MBvtbQUvdYBik5dPQ,6XRZF7bvs9U,https://www.youtube.com/watch?v=6XRZF7bvs9U,"Chord Overstreet,Hold On",10,Not Present,75883675,788595,0,387,PT3M19S
Hypersonic Missiles,"Provided to YouTube by Universal Music Group

Hypersonic Missiles · Sam Fender

Hypersonic Missiles

℗ A Polydor Records recording; ℗ 2019 Sam Fender, under exclusive licence to Universal Music Operations Limited

Released on: 2019-09-13

Associated  Performer, Vocals, Guitar, Background  Vocalist: Sam Fender
Producer, Studio  Personnel, Recording  Engineer, Associated  Performer, Programming: Thom Lewis
Associated  Performer, Guitar, Background  Vocalist, Studio  Personnel, Recording  Engineer: Dean Thompson
Associated  Performer, Bass  Guitar, Background  Vocalist: Tom Ungerer
Associated  Performer, Synth  Pads: Joseph Atkinson
Associated  Performer, Drums, Background  Vocalist: Drew Michael
Associated  Performer, Saxophone: John Waugh
Associated  Performer, Background  Vocalist: The Pale White
Associated  Performer, Vocals: Heidi Curtis
Associated  Performer, Background  Vocalist: A Festival A Parade
Associated  Performer, Background  Vocalist: Joe Atkinson
Studio  Personnel, Mixer: Rich Costey
Studio  Personnel, Assistant  Mixer: KT Pipal
Studio  Personnel, Mastering  Engineer: Robin Schmidt
Composer  Lyricist: Sam Fender

Auto-generated by YouTube.",https://i.ytimg.com/vi/DdtxeOKyljk/default.jpg,2022-11-09T20:29:56Z,2019-09-12T10:06:17Z,Cara Gray,Sam Fender - Topic,UCrEdrkYcHH7ODFeZUNMInRg,DdtxeOKyljk,https://www.youtube.com/watch?v=DdtxeOKyljk,"Sam Fender,サムフェンダー,サム・フェンダー,Hypersonic Missiles,ハイパーソニックミサイル",10,Not Present,2594937,18327,0,30,PT3M58S
Another Love,"Provided to YouTube by ITNO/Columbia

Another Love · Tom Odell

Songs from Another Love

℗ 2013 Sony Music Entertainment UK Limited

Released on: 2013-03-06

Background  Vocal, Bass, Bass  Guitar: Max Goff
Acoustic  Guitar, Background  Vocal, Electric  Guitar: Max Cliverd
Background  Vocal, Drums, Percussion: Daniel MacDougall
Mastering  Engineer: Tony Cousins
Producer: Dan Grech-Marguerat
Engineer: Duncan Fuller
Mixing  Engineer: Cenzo Townshend
Assistant  Engineer: Sean Julliard

Auto-generated by YouTube.",https://i.ytimg.com/vi/YRkWZO4iLYk/default.jpg,2022-11-09T20:29:56Z,2015-08-12T00:37:50Z,Cara Gray,Tom Odell - Topic,UCrP3Rfz32MT-OH9MZh_N9kA,YRkWZO4iLYk,https://www.youtube.com/watch?v=YRkWZO4iLYk,"Tom Odell,Songs from Another Love,Another Love",10,Not Present,78242513,1037073,0,115,PT4M11S
Praying,"Provided to YouTube by Sony Music Entertainment

Praying · Tom Grennan

Release the Brakes - EP

℗ 2018 Insanity Records Limited under exclusive license to Sony Music Entertainment UK Limited

Released on: 2017-03-10

Composer, Lyricist: Tre Jean Marie
Bass, Guitar, Keyboards, Organ: Danny Connors
Composer, Lyricist: Jacob Atwell
Drums, Keyboards, Percussion, Programmer, Composer, Lyricist, Mixing  Engineer, Producer: Charlie Hugall
Drums: Luke Hanson
Mastering  Engineer: John Davis

Auto-generated by YouTube.",https://i.ytimg.com/vi/IIAGkfpoTPU/default.jpg,2022-11-09T20:29:56Z,2017-03-09T10:25:18Z,Cara Gray,Tom Grennan - Topic,UCqlM8ftKlcvcvxFIHQEJKbQ,IIAGkfpoTPU,https://www.youtube.com/watch?v=IIAGkfpoTPU,"Tom Grennan,Release the Brakes - EP,Praying",10,Not Present,608575,6603,0,1,PT3M6S
idfc,"Provided to YouTube by Foundation Media

idfc · blackbear

dead

℗ 2015 beartrap

Released on: 2015-06-02

Main  Artist: blackbear
Composer: blackbear

Auto-generated by YouTube.",https://i.ytimg.com/vi/N7jY4XUxm1I/default.jpg,2022-11-09T20:29:56Z,2015-06-23T14:32:16Z,Cara Gray,blackbear - Topic,UCDiwafAY8YnWgHVInmrFsQQ,N7jY4XUxm1I,https://www.youtube.com/watch?v=N7jY4XUxm1I,"blackbear,dead,idfc",10,Not Present,37949327,676602,0,111,PT3M28S
abcdefu,"Provided to YouTube by Atlantic/Arthouse Records

abcdefu · GAYLE

abcdefu

℗ 2021 Atlantic Recording Corporation

Masterer: Daniel Rowland
Vocal  Production: Dave Pittenger
Vocals: GAYLE
Mixer: Pedro Calloni
Instrumentation, Mixer, Producer: Pete Nappi
Background  Vocals: Sara Davis
Writer: Dave Pittenger
Writer: GAYLE
Writer: Sara Davis

Auto-generated by YouTube.",https://i.ytimg.com/vi/xn0-IZZ6YO4/default.jpg,2022-11-09T20:29:56Z,2021-08-12T10:03:40Z,Cara Gray,GAYLE - Topic,UCr8wGrR4gKAP7XE821rEQ8A,xn0-IZZ6YO4,https://www.youtube.com/watch?v=xn0-IZZ6YO4,"GAYLE,abcdefu",10,Not Present,111342846,1381603,0,68,PT2M49S
Someone To You,"Provided to YouTube by Universal Music Group

Someone To You · BANNERS

Empires On Fire

℗ 2017 Island Records, a division of UMG Recordings, Inc.

Released on: 2017-11-03

Producer, Programmer, Associated  Performer, Background  Vocalist, Guitar, Bass  Guitar, Keyboards: Stephen Kozmeniuk
Studio  Personnel, Engineer: Matt Snell
Studio  Personnel, Mixer: Matty Green
Studio  Personnel, Mastering  Engineer: Kevin Reeves
Associated  Performer, Strings: Drew Jurecka
Composer  Lyricist: Michael Nelson
Composer  Lyricist: Sam Hollander
Composer  Lyricist: Grant Michaels

Auto-generated by YouTube.",https://i.ytimg.com/vi/YsZVZU-98TY/default.jpg,2022-11-09T20:29:56Z,2018-07-26T01:58:32Z,Cara Gray,BANNERS - Topic,UCt75F1_GLecO9UJFuCP27ug,YsZVZU-98TY,https://www.youtube.com/watch?v=YsZVZU-98TY,"BANNERS,Empires On Fire,Someone To You",10,Not Present,35720002,424570,0,489,PT3M40S
traitor,"Provided to YouTube by Universal Music Group

traitor · Olivia Rodrigo

SOUR

℗ 2021 Olivia Rodrigo, under exclusive license to Geffen Records

Released on: 2021-05-21

Producer, Studio  Personnel, Recording  Engineer, Associated  Performer, Electric  Guitar, Acoustic  Guitar, Drum  Programming, Piano, Background  Vocalist, Organ: Daniel Nigro
Studio  Personnel, Mixer: Mitch McCarthy
Associated  Performer, Bass  Guitar, Synthesizer, Drum  Programming: Ryan Linvill
Studio  Personnel, Mastering  Engineer: Randy Merrill
Composer  Lyricist: Olivia Rodrigo
Composer  Lyricist: Daniel Nigro

Auto-generated by YouTube.",https://i.ytimg.com/vi/4QLvEIXlF6Q/default.jpg,2022-11-09T20:29:56Z,2021-05-20T10:03:52Z,Cara Gray,Olivia Rodrigo - Topic,UCE5XNpliPM-SmyFEp61tL_g,4QLvEIXlF6Q,https://www.youtube.com/watch?v=4QLvEIXlF6Q,"Olivia Rodrigo,オリビアロドリゴ,オリヴィア・ロドリゴ,SOUR,traitor,トレイター",10,Not Present,114427020,1172716,0,79,PT3M50S
